01/01/17,48,40
01/02/17,55,49
01/03/17,63,54
01/04/17,54,37
01/05/17,56,29
01/06/17,44,31
01/07/17,31,20
01/08/17,34,15
01/09/17,43,25
01/10/17,56,31
01/11/17,67,47
01/12/17,73,49
01/13/17,74,47
01/14/17,75,47
01/15/17,73,44
01/16/17,74,49
01/17/17,75,40
01/18/17,74,15
01/19/17,73,31
01/20/17,67,40
